symbol,model,mae,rmse,r2,n_obs
NWS,rf,0.0009413542182947435,0.0015698653058712807,0.037874477097035286,138
NXPI,rf,0.0010288143516273731,0.0016006489808525382,0.009752577098247062,189
O,rf,0.000694283485182179,0.0010811865210861456,0.04632104420722194,227
ODFL,rf,0.007045812217773858,0.061904954097354165,-0.01204296238806113,125
OKE,rf,0.0007169491942182257,0.0010332302578998154,0.05608647313188264,208
OMC,rf,0.0008590121708705585,0.0017963951533840304,0.07910417383970203,203
ON,rf,0.0014241177711791571,0.0021652547088491,-0.01131778425454244,227
ORCL,rf,0.0006720754224308591,0.0009393536991602343,0.028191635492017975,233
ORLY,rf,0.0013269462045388742,0.001978741533544361,-0.04449235928600048,107
OXY,rf,0.0006571883401404009,0.0009762350577576322,0.09361204778377463,227
PANW,rf,0.0009913888935771818,0.0015463757261605963,-0.008129581545052389,221
PAYC,rf,0.0015248231807607233,0.0027749861409253527,0.019449879333303444,126
PAYX,rf,0.0007334563804019094,0.001270247097612549,0.019410354622017456,198
PCAR,rf,0.0007620329030700023,0.0011175523559280775,0.06144076388612141,184
PCG,rf,0.0008328054870226051,0.001328281732087941,0.030823930809019795,227
PEG,rf,0.0009199455094162092,0.001409892864662982,0.006364602969465949,226
PEP,rf,0.0005621723360713465,0.0009242941343491427,0.07619745772606012,230
PFE,rf,0.000730657909492747,0.0009702804870966518,0.026089158030168536,233
PFG,rf,0.0008010769373160545,0.0013519413878050493,0.03835168950984613,118
PG,rf,0.0005009377610093281,0.0008465849583904526,0.03672090873823275,229
PGR,rf,0.0006459046453716974,0.0009143851849092848,0.0590831170249394,223
PH,rf,0.0011424259348337001,0.0017763069469082043,-0.14528189446153994,110
PHM,rf,0.0012675881787671932,0.001779762107111456,0.05684943591497538,9
PKG,rf,0.001206453123583466,0.0017214522939471518,0.030036605125208893,112
PLD,rf,0.0010269934134808508,0.0021153788582812865,0.03761656306775274,223
PLTR,rf,0.002076202945144955,0.0034714065792980386,-0.044858487650633716,233
PM,rf,0.0007135832572936969,0.001042288903927568,0.035024104514694954,230
PNR,rf,0.0009173526078353491,0.0012909186251535045,0.0314812926787148,178
PNW,rf,0.0008450588894762882,0.001323197650523439,0.042897782572596355,192
PODD,rf,0.001823244917878191,0.0026488408534867127,0.020257248114149418,179
POOL,rf,0.0018560380421791748,0.003023222002121218,-0.06724874513940127,129
PPG,rf,0.0008051834940453254,0.001380376187105277,0.018230429389366032,116
PPL,rf,0.0008465369552900238,0.001254701947726862,0.006729750961496528,224
PRU,rf,0.0006605136051482976,0.0010316603714567187,0.07655323799578762,172
PSA,rf,0.0012443401809767757,0.002227142849078715,0.007697704325977939,144
PSX,rf,0.0009105403899781549,0.0013294154477317289,0.033371832815486724,233
PTC,rf,0.000983735687706525,0.001556246760142367,-0.0588051524421509,112
PWR,rf,0.001051097331722419,0.0015924116617084454,-0.02254985831308165,125
PYPL,rf,0.0011602719682325734,0.0017098072253295862,0.012542094240938662,232
QCOM,rf,0.0008241336616005361,0.00114834582724591,0.033572576613100535,233
RCL,rf,0.0014912086100702985,0.002059841573905742,-0.008267755829827195,214
REG,rf,0.000650640013190022,0.0011214924429369193,0.045658424584693935,194
REGN,rf,0.001393698411483736,0.0019161597229125358,-0.0029505253827288858,79
RF,rf,0.0008717133332437642,0.001484096009695195,0.024449018613272977,231
RJF,rf,0.0008026836735091613,0.001352239355898223,-0.006456690532113729,167
RL,rf,0.0008161877356072733,0.0012582201363985249,-0.00169953129279099,160
RMD,rf,0.000954610978917114,0.0013437809182257926,0.022929212282113864,151
ROK,rf,0.0011136624070714862,0.0015307200623865648,-0.04276638880536754,137
ROL,rf,0.000879214684263517,0.0013134518908420377,-0.05037228803390814,198
ROP,rf,0.0009789205596163419,0.001395667148271379,0.02388943441057756,75
ROST,rf,0.0006213659834640654,0.0012268127752979635,0.05759621314460972,211
RSG,rf,0.0006269415576309305,0.0008819671479619037,-0.012529375503195661,187
RTX,rf,0.0005487862816136652,0.0007960262325497229,0.03687366101648948,232
RVTY,rf,0.0013123971645211281,0.0021145479314591455,-0.025598379847844965,145
SBAC,rf,0.0010233845830756967,0.001570211161967361,0.019260889761323452,190
SBUX,rf,0.00060454756781251,0.0009714420409238262,0.0441746958223761,230
SCHW,rf,0.0007974907168238161,0.0011508435486375162,0.016935379017978147,233
SJM,rf,0.0009063564552133737,0.0014267472483917888,0.04208775745522031,155
SLB,rf,0.0008878652281389299,0.0014132703025016916,0.11254379133268566,233
SMCI,rf,0.0038274570734216375,0.005881501293788529,-0.03376048478682936,164
SNA,rf,0.001200248417876671,0.0019609869182229686,0.007618382004450086,63
SNPS,rf,0.00122863215316436,0.0017384803832162907,-0.007832431984555965,153
SO,rf,0.0007988456078002802,0.0011917872205233324,0.00012521551216138072,221
SPG,rf,0.0009439023473206771,0.0017205298070127415,0.03929849422125842,171
SPGI,rf,0.0006333643900077651,0.0009246742758180671,0.03982953249287069,200
SRE,rf,0.0007660970214859253,0.0012867707316725169,0.021393041230879706,214
STE,rf,0.0013425862362187034,0.002122288712178464,0.01034507166342713,122
STLD,rf,0.0011899973306386126,0.001672063504000942,0.03511247329244016,188
STT,rf,0.0007850724627549967,0.0012781420472029324,0.01816893348672899,109
STX,rf,0.0017431200672603272,0.002721949090107487,-0.036912904786164935,233
STZ,rf,0.0005546824796895712,0.0008632092417462738,-0.05186089692242435,194
SW,rf,0.0009023402539313796,0.0012749559934951994,-0.058921400625689735,209
SWK,rf,0.0011356173590830211,0.0017352781083614529,0.03028845566303373,208
SYF,rf,0.0009218794311800131,0.0014471752718888094,0.03088775554701917,226
SYK,rf,0.000930184559491822,0.0017021277258401262,-0.01733012556341995,164
SYY,rf,0.0006681784151799434,0.0014128487257287316,0.014187991708810355,209
T,rf,0.0006725924508990606,0.0011043627486526054,0.029589679903341826,233
TAP,rf,0.0008061347686017174,0.0011276563433742573,0.050217450250918505,204
TDG,rf,0.0014148175222727932,0.0018685533359511224,0.08627523111410151,33
TDY,rf,0.0015272576952693523,0.00225353608982541,-0.013915111861283691,48
TECH,rf,0.001544965807906439,0.0022914591623915902,0.054698813785009626,189
TER,rf,0.001317310700360257,0.0018766566497686375,0.007724261612289451,183
TFC,rf,0.0008316302709137349,0.0014773535605980105,0.10226986159577,231
TGT,rf,0.0007586784107111468,0.0011753487607091728,0.01926150529207271,228
TJX,rf,0.0006482690769265498,0.0014439365694146268,-0.006389702256587082,229
TKO,rf,0.001119845985030268,0.0015886127689523776,0.015553611962313307,164
TMO,rf,0.0007534328603011571,0.0011301227765752664,0.01885052068215831,164
TMUS,rf,0.0005763143197527662,0.0008852260858313956,0.05541485602298912,228
TPL,rf,0.013692117666543862,0.10676992376838647,0.025254352640377564,101
TPR,rf,0.0010593208842663924,0.0016247255355773984,0.06272454663661642,229
TRGP,rf,0.0007674738616884017,0.001255743894594172,0.0607227750665863,188
TRMB,rf,0.001301043386238011,0.0019644431013270333,0.005519605078301737,192
TROW,rf,0.000765721581894273,0.0013536123236530197,0.05699113177102966,182
TRV,rf,0.0006900871329864053,0.0009884416003278689,0.05713139515333321,170
TSCO,rf,0.0010463731206019197,0.0015644579615528775,0.061872179267642324,176
TSLA,rf,0.0016769919389783092,0.0023387621725467324,-0.01422732572426022,233
TT,rf,0.0008075669816544418,0.0011685488205562854,-0.09514684083412805,181
TTD,rf,0.001324863598051224,0.002013753783343494,-0.003935998670066443,217
TTWO,rf,0.0010817079292936088,0.0015964208051724442,-0.030413819677304943,43
TXN,rf,0.0009089476741966061,0.0014039118535803731,0.05905042755819101,230
TXT,rf,0.0008022976617644309,0.0011682053583145834,0.019556551707111347,155
TYL,rf,0.001332369101770733,0.001759323951155936,-7.261374667355547e-05,41
UAL,rf,0.0013252173273150425,0.0019839914112862182,0.007436821531455973,230
UBER,rf,0.001230750941532948,0.0018887593951591739,-0.07493711693870697,233
UDR,rf,0.0010057927848716973,0.0016056685548357299,0.03294642432651773,198
UHS,rf,0.0011103417998476327,0.001691398463030815,0.013643505809781353,160
ULTA,rf,0.0012527447328892656,0.0017244343997787732,-0.008048347639465492,209
UNH,rf,0.0007184094609084605,0.0010150518190011352,0.020445769892538657,214
UNP,rf,0.0007422022593789047,0.0011200224326437353,0.05809263280101873,219
UPS,rf,0.0015486065684161602,0.002448341361014392,0.01011733513344193,231
URI,rf,0.0016012788481210437,0.0022480311590605735,0.007854788175336025,83
USB,rf,0.0007475684122116095,0.0012032815350031582,0.09590174825087916,226
V,rf,0.0007045798071073047,0.001208046300518915,-0.09050637324831712,232
VICI,rf,0.0007773683337952358,0.001296170908322148,0.027040516774112233,232
VLO,rf,0.0011173243025408921,0.001672177380737307,0.019272583462615178,226
VLTO,rf,0.0008662742455277383,0.0012668163806214283,-0.004421599969905543,196
VMC,rf,0.0010046619231454446,0.001419840886957856,-0.013525462453563453,134
VRSK,rf,0.0007176237683908347,0.0011664031269899733,-0.050115152935321206,198
VRSN,rf,0.000822434337490704,0.0013098340644258826,0.04753169237807697,128
VRTX,rf,0.0009855574014295974,0.0014248534614806508,-0.03991124403901947,151
VST,rf,0.0017301786451354457,0.0024331852533885086,0.02685865133733467,227
VTR,rf,0.0008801498882098651,0.0015596022592638083,0.013338522800048214,206
VTRS,rf,0.001273689226792564,0.0020795431080869267,0.02313099832289489,229
VZ,rf,0.0006529662630665563,0.0012871926246754417,0.024846027569031537,233
WAB,rf,0.0008197568365103351,0.001282194547622829,-0.04505718363454725,149
WAT,rf,0.0010716263405192927,0.0015126140248275844,0.042027173902605464,129
WBA,rf,0.0018838694776594004,0.0041328460889844,0.023341529776228942,231
WBD,rf,0.0013658138436849633,0.0020175440205315556,0.0374369647307633,232
WDAY,rf,0.0009116365487452439,0.0012670113253842356,0.0001724175081647683,219
WDC,rf,0.0017809094061648303,0.002484689947630928,0.03314160270245403,233
WFC,rf,0.0007059956764988163,0.0009983281132758418,0.046891089862568736,233
WM,rf,0.000528823862334907,0.0008592893000586636,0.02832417093877093,215
WMB,rf,0.0006628402929082669,0.0009799180941946614,0.04483051291596929,232
WMT,rf,0.0005604428281590516,0.0008501804861189772,-0.00020259143889367337,233
WRB,rf,0.0007469705471851619,0.0012325444054283271,0.04521658812761398,195
WSM,rf,0.001548764257520402,0.0024764721119548156,0.044490385414078126,182
WST,rf,0.0014417433605908355,0.0020908453733313567,0.0029763988035214073,56
WTW,rf,0.0006687985448533087,0.0010302659872244134,-0.031165640737741418,153
WY,rf,0.0007859590774672177,0.0011810113479755985,0.04727689056417106,221
WYNN,rf,0.0009787615271420907,0.0013727026109983807,0.025330219748382343,147
XEL,rf,0.0008795096475722911,0.0016353980660946663,0.03051999301922359,229
XOM,rf,0.0006012277180475398,0.000932884035792738,0.08314287215458416,233
XYL,rf,0.0006885181511367918,0.001092145314333704,0.06794840233792376,166
XYZ,rf,0.001837563099518404,0.0027702533162783007,0.01830418591314875,226
ZBRA,rf,0.001971220073932423,0.003446362894274305,-0.008382067663898596,92
ZTS,rf,0.0013212318340348774,0.002053059536169742,0.015158650203489499,229
A,ridge,0.0008749565713589207,0.0012901037367372404,0.0033619145879276724,199
AAPL,ridge,0.0007173315852244762,0.0012286952931366303,0.0002583815407053436,233
ABBV,ridge,0.0005653459794602032,0.0008169138473829716,0.008875795962486666,230
ABNB,ridge,0.0009054981553116462,0.0012536153163306477,-0.011615845549961978,220
ABT,ridge,0.0008373194383116325,0.0012348738677401647,-0.004747223228222186,227
ACGL,ridge,0.0007124143824483914,0.0010462193274182114,0.0026264116500708257,199
ACN,ridge,0.0008666814429882705,0.0012608503923953141,-0.011691029920715357,230
ADBE,ridge,0.0011061861234718902,0.0017791275341874646,0.0024299990350963308,229
ADI,ridge,0.0009372096451050833,0.0014647610471974827,-0.0015864449835090166,216
ADM,ridge,0.000815244921194505,0.0011502276170121477,0.0011483199607273953,224
ADP,ridge,0.0007557108872595527,0.001360279802229768,-0.0009732079489142009,169
ADSK,ridge,0.0008829667953348947,0.0012145362061269662,-0.0036717239822754433,162
AEP,ridge,0.000762059426491511,0.0012571378781345308,-0.011294145912517095,216
AES,ridge,0.0014486543316604775,0.0021069800348349327,-0.016089426461133316,233
AFL,ridge,0.0006500605415260998,0.0010142537573320904,-0.0030131095237928562,194
AIG,ridge,0.0006147816904197604,0.0008990223673696334,-0.007250345270807923,230
AIZ,ridge,0.0015761368215855265,0.0023833830770305727,-0.045002545556419804,72
AJG,ridge,0.0007695468663858145,0.0012053414299764461,-0.0061965104866474885,158
AKAM,ridge,0.0006951726089032288,0.0010118940497991847,0.002909259968953859,169
ALB,ridge,0.0018726541226401065,0.0028160749048820387,-0.020847746094558417,225
ALGN,ridge,0.0016176770405926656,0.002655406565508485,-0.002341703049918209,103
ALL,ridge,0.0009241678218348525,0.0014506366354394655,0.005286939412687208,144
ALLE,ridge,0.0009565148954274727,0.0014164753138833945,0.005594539572791768,116
AMAT,ridge,0.0011322818217633758,0.0016031855887003326,-0.000635512368245772,220
AMCR,ridge,0.000756999970706731,0.001281660036655829,-0.0021995273277197747,212
AMD,ridge,0.0018474798475486538,0.002668866600404129,0.00020475113839035775,233
AME,ridge,0.0007170795957147756,0.001142839331991209,-0.0028079091590411664,145
AMP,ridge,0.0012853782905090665,0.0019779722265631967,-0.007394537685996516,76
AMT,ridge,0.0009067122984181096,0.001295490369727933,0.0031907727751729897,213
AMZN,ridge,0.000753110314732117,0.001054340983218148,-0.002314268497269012,233
ANET,ridge,0.0015144862713630809,0.0022061432170927403,-0.01652018812169631,204
AON,ridge,0.0006465365975979593,0.0010185311096819608,-0.009213324859284722,173
AOS,ridge,0.0007576436171107132,0.0010648979366862479,0.006757297763188452,173
APA,ridge,0.0015397651135428665,0.0025526548361249984,0.002922785477519896,233
APH,ridge,0.000759207764708668,0.0011948428566721748,0.006187714088194851,226
APO,ridge,0.0009259054101083627,0.001424260890867765,0.005017893312739274,203
APTV,ridge,0.0011510558940495386,0.0016958560230072172,-0.00028330686162436614,225
ARE,ridge,0.001186257214387069,0.0017222221338982686,-0.0011593123461624,169
ATO,ridge,0.0009849407233188585,0.0015366809148628596,-0.0035078903562897334,130
AVB,ridge,0.001207109312244212,0.0017463271700570275,-0.008741471137176715,109
AVGO,ridge,0.0017222062796778735,0.0023812915151257513,-0.011774397088208932,169
AVY,ridge,0.0011486418109875507,0.0015994335212730026,-0.008675195053222451,129
AWK,ridge,0.0010483661517243527,0.0015428395297643251,-0.016372301980233983,204
AXON,ridge,0.0016621226223492614,0.0025518998890034007,-0.0030205410147174927,53
AXP,ridge,0.000713645189376214,0.0012788423664952943,-0.0006700505354182429,196
AZO,ridge,0.001090145238308371,0.0016011310976640858,-0.003626357337628283,180
BA,ridge,0.0010691313714533536,0.0015514979955828776,-0.0034509870961698663,222
BAC,ridge,0.0007100747453503022,0.001081189299043076,-0.005149453926267089,233
BALL,ridge,0.0010844597338793738,0.0016333421447984572,0.000709223057206998,74
BAX,ridge,0.001087836362640341,0.0017226977014130208,-0.0003727715924273234,220
BBY,ridge,0.0012342619097383662,0.0020183628173049317,-5.9086181529943715e-05,221
BDX,ridge,0.0009614325028339311,0.0014008338023357501,-0.0034836548149510538,157
BEN,ridge,0.0008771213449332286,0.0014577814001648288,-0.001129860080728351,220
BF.B,ridge,0.0009486165379939939,0.0013600806285448033,-0.003136758309706389,93
BG,ridge,0.000888790699385905,0.0012926456013123754,-0.007061052836192294,209
BIIB,ridge,0.0009663918784200565,0.0013814445884288424,0.005418367166284188,195
BK,ridge,0.0005716998602229394,0.0009960473340717112,-0.001505112287617294,217
BKNG,ridge,0.0017443249873361152,0.002419515706656135,-0.0098565446085086,64
BKR,ridge,0.0009542754966976359,0.001579163478217763,0.005384320190010117,233
BLDR,ridge,0.0012320004792639638,0.0018864723270493441,-0.0002708850960555509,189
BLK,ridge,0.0011785088350147316,0.0018098494169973508,-0.009101540347928871,81
BMY,ridge,0.0009386293601508106,0.001785943997823418,-0.0033193272763940573,233
BR,ridge,0.0010898086729037005,0.0016537783909982597,-0.009142535904993476,64
BRK.B,ridge,0.0005572712061783835,0.0008786875507880824,-0.012191681782262265,175
BRO,ridge,0.0006813961191748995,0.0011456954567500325,-0.0018064126174679451,171
BSX,ridge,0.000601943960778127,0.000851371786157988,-0.0027078925684025368,232
BX,ridge,0.0009435801976266048,0.0015635896956008232,0.00474436936856637,213
BXP,ridge,0.0014144492034239794,0.0021014404034502645,-0.005891536661713159,197
C,ridge,0.000826008225637218,0.0012587766088239718,-0.006602757227513134,233
CAG,ridge,0.0008162623346304534,0.0012041817637795124,-0.0020344405121586195,232
CARR,ridge,0.0007072199944597362,0.0010238128956246055,0.0020050862907364797,223
CAT,ridge,0.0007739481055064658,0.001087542494459949,-0.0007704849306024997,199
CB,ridge,0.0006211079311112784,0.0009052727444162174,-0.0017441693051083451,163
CBOE,ridge,0.0008576600602345004,0.0012018984315731816,-0.005046009765922399,194
CBRE,ridge,0.0009929227784549047,0.0015487469695364467,-0.0005960038915557853,181
CCL,ridge,0.002990335390334323,0.004652835142065304,-0.005194287014307131,233
CDNS,ridge,0.0012797158066562141,0.0018617187894893468,-0.013659359105579805,146
CDW,ridge,0.0009274472120410366,0.001291680532280211,-0.0059919745814684955,124
CEG,ridge,0.002085594410827637,0.0032002547981251077,-0.005545729896420326,225
CFG,ridge,0.0009765254512182064,0.0015497322696464038,0.0009465418983377605,229
CHD,ridge,0.0007368440894726935,0.0012509133762638397,0.0009610758480336212,172
CHRW,ridge,0.001021924051880711,0.0016140780566358075,-0.0012287944229472103,194
CI,ridge,0.0007508230994373206,0.0013402003027416132,-0.016726800903324568,120
CINF,ridge,0.0008705633552059582,0.00134321728568622,-0.015469217894448217,137
CL,ridge,0.0005880834062212419,0.0010434422601040215,0.003443017932065695,223
CLX,ridge,0.0009930522291515004,0.001643028748507101,0.001401299640473419,153
CMCSA,ridge,0.0008393684836825821,0.0013818423724558373,0.001370855180438335,233
CMG,ridge,0.0017349118404125586,0.00285592091736039,-0.002702761792383379,60
CMI,ridge,0.0008836944775904235,0.00122897442374771,-0.0048600410464867405,178
CMS,ridge,0.0008273602378666994,0.0012553325109177559,-0.005325055750064145,208
CNC,ridge,0.0006997315543049632,0.001160932465679968,-0.0018017437849853213,227
CNP,ridge,0.000842110631080773,0.0013092524824610805,-0.010176531695600621,232
COF,ridge,0.0010088250773740825,0.0018454747184177525,-0.008800339266403556,212
COIN,ridge,0.003841504433693288,0.0056821400652608735,-0.00015137737971437915,221
COO,ridge,0.0009078122250432496,0.0013192126992069115,0.009006549668996944,155
COP,ridge,0.0007523113787471951,0.0013741095858329393,0.011928918587068904,230
COR,ridge,0.0008381498159246482,0.0013558389001124078,0.0011818540677839273,153
COST,ridge,0.0007124514493694424,0.001009383587985506,0.001284413490735714,142
CPAY,ridge,0.0012116634955953432,0.0019417002306360844,-0.0005349226448263522,111
CPB,ridge,0.0008560625770844854,0.0016105161586589505,0.00016343921856432075,214
CPRT,ridge,0.0007347016635428474,0.0012077474478865854,0.0010369279794356645,230
CPT,ridge,0.0008985263246904259,0.0013821803253366543,0.0017516020408637756,182
CRL,ridge,0.0015336341641523448,0.002042609554840651,-0.0009938618223341855,97
CRM,ridge,0.0009963817260491845,0.0015595414524489514,-0.01170109885672077,232
CRWD,ridge,0.0015612331263440528,0.0023876114109796826,-0.005447017483396488,207
CSCO,ridge,0.0005076373107320059,0.000755819341555018,-0.002438974738470101,233
CSGP,ridge,0.0011116143320112778,0.0018619196371883987,0.005230356084329202,125
CSX,ridge,0.000951925784496728,0.001442972439179333,-0.00881485478970645,233
CTAS,ridge,0.002793356645485968,0.007705753718860409,-0.009087567848842237,103
CTRA,ridge,0.0008117047947381294,0.001139003534956334,0.0060379728346509065,224
CTSH,ridge,0.0007347549056675495,0.0011622327903343245,-0.00032983078120762954,217
CTVA,ridge,0.0008373866922649501,0.0012828778574306714,-0.006833648956095617,219
CVS,ridge,0.0008062875867236325,0.0013116964251397238,-0.006453348356211919,229
CVX,ridge,0.0006881733698467827,0.0010552387530672442,0.01130557630572826,222
CZR,ridge,0.0015374727256784735,0.0024429828123889337,-0.005523266629110735,227
D,ridge,0.0012090308437595703,0.0017921510076428814,0.0005176242532534125,230
DAL,ridge,0.0009225944800370166,0.00131043058605482,-0.02156633177099021,232
DASH,ridge,0.001180465754049384,0.0017909560195079363,-0.0029985221818047414,225
DAY,ridge,0.0010242543764118494,0.0016787934821804085,0.00044598818922181316,206
DD,ridge,0.0005658195444557966,0.0009140359286842213,0.002640228402748357,229
DDOG,ridge,0.0013388578877502081,0.0019754902725545942,-0.0033475307752230954,221
DE,ridge,0.000839752781784947,0.0015592480775485933,-0.0015497531865731329,192
DECK,ridge,0.0016459118229907991,0.0022020355558007207,-0.004794737823474504,92
DELL,ridge,0.0014298021965377832,0.0021245939749261152,-0.003796858648519308,228
DG,ridge,0.0009534401809884974,0.0014756211920413653,-0.009055225238343123,226
DGX,ridge,0.0010434391414803478,0.0014690995285905556,-0.019844192714031594,134
DHI,ridge,0.0009946284760240665,0.001483415442110821,-0.004953928887224013,167
DHR,ridge,0.0008140978177086992,0.0011478321851722054,-0.0044298601603713905,197
DIS,ridge,0.000929915221176895,0.0014996557482910137,-0.006976403496936401,233
DLTR,ridge,0.0009617993429960103,0.0013971626206311474,-0.018464535848073726,225
DOC,ridge,0.0010881221204455931,0.0019299341503598042,-0.016588062771859535,228
DOV,ridge,0.0007169345557002101,0.0010392425410805954,0.00021278057738294276,187
DOW,ridge,0.000754405031693778,0.00137067914140152,0.005642506163104244,222
DPZ,ridge,0.001122526758404972,0.0017120459654474767,-0.03804637620299722,162
DRI,ridge,0.0007435030654753703,0.0010727877315847977,-0.0007133582208824762,216
DTE,ridge,0.0009370462858689697,0.0016091689682210446,-0.0019791119951686476,188
DUK,ridge,0.0007923448591018167,0.0013158078899109527,0.0053977076125047985,192
DVA,ridge,0.0010510035442268966,0.0016979305336331121,-0.008465878970322915,123
DVN,ridge,0.0008039654644545769,0.0014173481351227042,0.0037362047841501544,232
DXCM,ridge,0.0014349204677016369,0.002044594995260186,-0.0018763538537236446,222
EA,ridge,0.0007532365932109082,0.000994543978275349,-0.0022795165863966904,115
EBAY,ridge,0.0008492075161019986,0.0012829566044710431,-0.011756834063017196,229
ECL,ridge,0.0005890363247543996,0.0010346227939821311,0.002716113033091716,181
EFX,ridge,0.0009353342359295496,0.0014818574287452872,0.005793316961344552,163
EG,ridge,0.0014262410915896705,0.0021020695413580697,-0.012943697289891753,82
EL,ridge,0.0015731703353490589,0.0028475670249132248,-0.01825873992019722,222
ELV,ridge,0.0007995874844150501,0.0010779376462724279,-0.005886808491672335,133
EMN,ridge,0.0009309776720666888,0.0015405632152178952,0.004951582823178757,192
EMR,ridge,0.0006618720430522388,0.0008742996544821251,0.0004791601817089042,189
ENPH,ridge,0.002740039405514458,0.00467142431727113,-0.002744084993487883,224
EOG,ridge,0.0008724482038514675,0.0014691340757470419,0.01019496353839644,211
EPAM,ridge,0.0016064716597353366,0.002644487560281603,-0.005502687389849381,127
EQIX,ridge,0.0012412997664469692,0.0018239574232854162,-0.013523082366073691,164
EQT,ridge,0.001121696189958362,0.0015552832579634169,-0.010512111432604998,233
ERIE,ridge,0.002138584044669787,0.003116035768308609,0.0023283350080210985,142
ES,ridge,0.0011603291860340268,0.0018787647487358418,-0.007511097415670909,219
ESS,ridge,0.0016429467603972833,0.00258888454353171,-0.004590092762278175,69
ETN,ridge,0.0008889623893919697,0.0012703277625173545,-0.00394160870171989,207
ETR,ridge,0.000799511906554899,0.0011706441604163802,-0.0066221659908682895,195
EW,ridge,0.001004305677352066,0.0013720585452857198,0.006576528093439449,225
